Course	Room	Teacher	Time	Students
362	180 - B, 0	252	3	3934 2048 1181 830 4361 4213 3124 2839 2753 1243 3934 2048 1181 830 4361 4213 
779	176 - B, 0	333	1	4541 3962 3452 2695 1506 830 4947 3561 3469 3266 4541 3962 3452 2695 1506 830 4947 3561 3469 
226	135 - B, 0	278	2	4263 3026 2699 352 155 4827 4633 3202 740 4981 4263 3026 2699 352 155 4827 
518	51 - B, 0	332	1	3392 2391 2143 1727 1429 819 4664 4333 2789 2754 3392 2391 2143 1727 1429 819 4664 
441	36 - A, 2	30	1	4260 4051 3798 3658 2486 997 151 4085 3694 3439 3192 1087 493 176 53 4030 3867 167 3928 1810 1683 
403	36 - A, 2	499	2	4648 4267 3208 2254 2182 1927 3520 3138 2528 1228 4309 4022 3710 1742 599 283 179 4620 4420 3190 264 
366	36 - A, 2	285	3	4596 2787 2743 1950 649 402 3038 2353 1652 1324 1304 2952 2550 1848 1616 1461 4590 3071 2716 2598 178 
311	36 - A, 2	211	4	4235 3845 3555 2388 714 674 594 2679 1117 848 472 144 4884 4112 2977 2060 834 4941 4773 4498 2563 
676	37 - C, 1	319	1	3120 1571 1410 209 4846 3697 3689 2577 2115 1207 479 311 2351 2057 1952 1884 1663 976 4735 3993 3219 3122 2944 1913 1624 1334 1046 
621	37 - C, 1	406	2	4540 3824 1310 23 21 2456 1372 1082 840 49 4927 4657 4472 3719 3236 3225 3020 2360 1796 645 317 242 4861 4535 4121 4024 1756 
558	37 - C, 1	26	3	4492 4401 2496 1599 1583 1190 1151 4805 3671 3354 2435 2390 1985 1892 1631 4884 4437 3067 2817 76 4861 4297 3816 3308 3296 1744 1443 
349	37 - C, 1	303	4	3902 1219 273 3951 3767 3704 3195 2491 2470 1914 1005 4875 4525 4521 4007 3330 2703 1761 1320 761 4237 4006 2992 1542 263 235 55 
13	175 - C, 1	357	0	4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 4945 4446 4368 4311 4214 4125 3791 3781 3764 3418 3308 2775 2723 2631 2502 2480 2094 1935 826 776 742 613 583 482 112 
807	38 - C, 1	229	1	4540 4307 2961 1801 4816 3083 2535 1089 723 166 74 4068 3487 1017 4836 4672 1560 856 
801	38 - C, 1	254	2	4711 2965 2904 2310 1541 1436 641 2807 1822 967 4034 2873 1957 515 360 3021 1605 1368 
743	38 - C, 1	116	3	4596 4508 4204 3307 2217 2141 1715 4642 900 4946 2638 2228 2019 1462 1111 38 1845 581 
738	38 - C, 1	254	4	3753 3590 3201 1934 1259 809 4887 4615 4014 2523 4980 3731 3458 3033 1562 143 2104 803 
528	39 - A, 2	220	1	2061 1305 1275 97 4459 2714 4814 3044 2952 2351 4561 4444 3773 
348	39 - A, 2	297	2	3853 2815 2229 845 266 3008 1848 455 4860 2601 1736 1487 445 
336	39 - A, 2	115	3	435 4482 4358 3882 3660 4189 4166 4094 1427 456 3390 2046 356 
209	39 - A, 2	52	4	4803 4474 4018 1010 4531 4571 4430 2958 2706 2007 544 2111 275 
638	40 - C, 1	336	1	4751 3248 751 606 3593 3312 3025 414 4736 4571 3717 3265 3037 2868 2844 2730 2446 1616 4 4464 1794 1526 1514 
615	40 - C, 1	41	2	4804 2913 2752 2096 1506 4300 3901 2124 2027 1025 609 4939 4890 3821 3529 3388 3079 1469 3 4970 2095 1125 588 
599	40 - C, 1	226	3	3841 3337 2391 1626 1006 746 4745 4332 2734 2709 1538 931 83 4443 1492 1002 4997 4684 4590 4329 2949 1224 747 
591	40 - C, 1	282	4	4284 3338 3129 2792 1937 1618 1486 763 248 25 2577 857 4949 3778 3731 2929 2873 623 4898 4396 3320 3143 1443 
18	63 - A, 2	365	0	4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 
330	41 - A, 2	110	1	4479 3631 2404 640 551 4789 4247 3409 3096 2011 1881 1397 1256 4091 3243 2684 2471 1656 4444 4364 2617 2384 2302 1991 115 
284	41 - A, 2	339	2	3868 3405 3242 2978 2837 1010 839 402 4931 3789 2584 2210 1985 1772 917 4219 2641 2393 2200 2099 1494 1475 1119 3408 2987 
275	41 - A, 2	405	3	4033 3939 2660 2567 2197 1961 1275 511 463 3678 3061 2639 615 475 4905 3821 3051 1307 4822 4611 3545 3144 3111 2797 335 
216	41 - A, 2	311	4	4839 4144 3962 3777 1786 4962 3481 3319 2815 2456 1256 86 4135 4130 3719 2295 1916 1842 1783 1725 377 4860 4040 3922 2020 
519	42 - C, 1	314	1	3416 3112 2329 2172 21 4821 4791 4615 4213 3089 1831 1087 508 82 4234 3076 2409 1344 1019 2085 
499	42 - C, 1	106	2	3305 2853 2752 1168 523 168 3828 3256 1027 20 4012 3940 3705 3602 3582 3470 3290 869 2935 1170 
486	42 - C, 1	145	3	4488 4137 4041 3970 3875 1531 1241 3763 3543 4127 3051 2909 2580 2033 1332 944 518 236 4799 3389 
451	42 - C, 1	76	4	4351 4089 3544 2013 1586 4638 4028 1671 1028 4139 3075 2724 1900 1274 3981 3803 2412 2397 1769 1749 
651	43 - B, 0	133	1	4776 2755 1489 3737 3035 2599 1178 849 150 1208 1024 4296 3080 2835 4776 2755 1489 3737 3035 
647	43 - B, 0	147	2	3573 3475 2942 2479 1634 1797 1480 1321 1296 3398 2136 506 452 2631 715 3573 3475 2942 2479 
650	43 - B, 0	332	3	3812 3577 2736 2663 503 219 134 3541 3313 2783 3812 3577 2736 2663 503 219 134 3541 3313 
565	43 - B, 0	59	4	4367 4153 2733 2520 1882 3422 2122 1647 442 316 4367 4153 2733 2520 1882 3422 2122 1647 442 
48	133 - B, 0	136	2	4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 
737	44 - B, 0	246	1	1981 1878 1611 1489 1121 3745 1676 1621 831 799 728 29 4345 3553 2817 2228 3780 1288 689 
716	44 - B, 0	218	2	4321 3081 2603 2340 4577 3430 3356 2303 1822 1647 1218 2200 18 3989 3755 3564 2809 1123 938 
707	44 - B, 0	459	3	4972 4403 4268 1873 1603 319 3787 2888 2206 2133 1972 432 3385 4897 2975 1359 985 77 16 
691	44 - B, 0	439	4	4632 2941 2323 1328 1280 4581 4183 3640 2076 1082 4331 3847 2509 1791 580 61 3596 2040 744 
333	45 - A, 2	478	1	4078 3315 2699 699 507 418 4744 4316 4300 4183 2530 2153 1703 1644 1594 4753 2532 1649 1160 
201	45 - A, 2	469	2	4305 3826 1232 858 4707 4756 4042 3609 2199 4024 2036 1016 491 
186	45 - A, 2	265	3	4603 4470 3491 2380 2032 1506 1305 4808 3707 3679 3229 347 4050 3788 2403 2246 2357 1057 792 
157	45 - A, 2	373	4	2685 1937 700 642 258 4205 3469 3038 2535 1782 1659 1254 611 362 347 291 256 4528 4518 
798	46 - A, 2	472	1	3723 3405 2704 2165 4357 3843 3481 2856 4318 1783 1462 685 506 41 2480 484 130 
793	46 - A, 2	286	2	4262 2404 2391 4497 3436 1955 1077 200 4522 4472 2557 1066 4277 3291 2775 2190 1885 
765	46 - A, 2	386	3	3772 1789 1225 3611 1118 4452 2840 2108 1388 1322 3021 2085 1998 1749 1405 383 103 
721	46 - A, 2	318	4	4786 2917 1543 661 4330 2171 1782 1535 246 4866 4246 4099 3946 3397 3247 1755 567 
576	47 - B, 0	240	1	4495 3743 3451 3251 3169 2380 796 586 201 3843 3642 1846 4662 4585 4571 3665 2806 1540 242 3895 3308 2145 1876 
397	47 - B, 0	212	2	4597 3690 3377 3006 2590 1707 1323 1007 4581 3279 4086 3979 3925 3236 2805 2758 4923 3861 3492 3448 2338 1282 394 
369	47 - B, 0	354	3	4771 4597 3909 3894 2319 1629 1393 771 457 104 3942 2765 1993 963 3864 2269 1861 1788 4941 2077 1408 1288 534 
218	47 - B, 0	29	4	4403 3934 3305 3145 2292 3853 3409 2769 2619 2584 2175 1860 1818 1372 1233 370 4875 4813 4437 3330 1357 3369 1374 
18	63 - A, 2	365	0	4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 
354	48 - A, 2	372	1	1267 273 4573 3538 3463 3383 3312 4818 4665 3493 2952 2246 919 914 3479 
341	48 - A, 2	20	2	4752 4339 3975 3971 3845 1887 273 4578 4523 3987 3220 3585 2698 2261 186 4822 2279 726 
331	48 - A, 2	123	3	4061 1975 1945 640 404 62 4932 4691 2947 1535 1520 1035 72 4331 3992 3891 3585 3480 2574 2113 
339	48 - A, 2	193	4	3836 2029 777 293 4192 2722 1714 3790 4224 1122 36 
